时间 - A,Voltage [V] - A
27:45.4,0.146668
27:45.4,0.14731
27:45.4,0.146346
27:45.4,0.146668
27:45.4,0.146025
27:45.4,0.148274
27:45.4,0.146668
27:45.4,0.14731
27:45.4,0.146025
27:45.4,0.146989
27:45.4,0.145382
27:45.4,0.148917
27:45.4,0.144097
27:45.4,0.149881
27:45.4,0.146025
27:45.4,0.15213
27:45.4,0.148917
27:45.4,0.147632
27:45.4,0.146025
27:45.4,0.14956
27:45.4,0.148274
27:45.4,0.147953
27:45.4,0.145704
27:45.4,0.149881
27:45.4,0.148274
27:45.4,0.165305
27:45.4,0.146346
27:45.4,0.155344
27:45.4,0.14474
27:45.4,0.165305
27:45.4,0.156308
27:45.4,0.161128
27:45.4,0.146346
27:45.4,0.171411
27:45.4,0.155022
27:45.4,0.151488
27:45.4,0.157593
27:45.4,0.176552
27:45.4,0.148274
27:45.4,0.190691
27:45.4,0.145704
27:45.4,0.1833
27:45.4,0.144097
27:45.4,0.157272
27:45.4,0.143133
27:45.4,0.181694
27:45.4,0.144097
27:45.4,0.176873
27:45.4,0.165305
27:45.4,0.179123
27:45.4,0.164663
27:45.4,0.203223
27:45.4,0.146025
27:45.4,0.155665
27:45.4,0.163377
27:45.4,0.175909
27:45.4,0.146989
27:45.4,0.155665
27:45.4,0.14474
27:45.4,0.147632
27:45.4,0.148274
27:45.4,0.146025
27:45.4,0.145382
27:45.4,0.146025
27:45.4,0.145382
27:45.4,0.145704
27:45.4,0.143776
27:45.4,0.145704
27:45.4,0.142812
27:45.4,0.144418
27:45.4,0.144418
27:45.4,0.146025
27:45.4,0.145061
27:45.4,0.146668
27:45.4,0.144097
27:45.4,0.145061
27:45.4,0.143454
27:45.4,0.14474
27:45.4,0.14474
27:45.4,0.146668
27:45.4,0.145061
27:45.4,0.146025
27:45.4,0.145061
27:45.4,0.145704
27:45.4,0.143133
27:45.4,0.14474
27:45.4,0.143776
27:45.4,0.14731
27:45.4,0.14474
27:45.4,0.145704
27:45.4,0.14474
27:45.4,0.145704
27:45.4,0.143133
27:45.4,0.144097
27:45.4,0.143776
27:45.4,0.146346
27:45.4,0.145382
27:45.4,0.146025
27:45.4,0.144418
27:45.4,0.145704
27:45.4,0.144097
27:45.4,0.144418
27:45.4,0.142812
27:45.4,0.146025
27:45.4,0.145382
27:45.4,0.146025
27:45.4,0.145382
27:45.4,0.146025
27:45.4,0.143776
27:45.4,0.144418
27:45.4,0.143776
27:45.4,0.146025
27:45.4,0.144418
27:45.4,0.146989
27:45.4,0.145704
27:45.4,0.146346
27:45.4,0.143454
27:45.4,0.144418
27:45.4,0.14249
27:45.4,0.146025
27:45.4,0.14474
27:45.4,0.146346
27:45.4,0.143776
27:45.4,0.146025
27:45.4,0.144097
27:45.4,0.144418
27:45.4,0.142812
27:45.4,0.145704
27:45.4,0.14474
27:45.4,0.146025
27:45.4,0.144097
27:45.4,0.146025
27:45.4,0.144418
27:45.4,0.145061
27:45.4,0.142812
27:45.4,0.145061
27:45.4,0.144418
27:45.4,0.145704
27:45.4,0.14474
27:45.4,0.146346
27:45.4,0.144418
27:45.4,0.14474
27:45.4,0.142812
27:45.4,0.144097
27:45.4,0.145061
27:45.4,0.146668
27:45.4,0.145061
27:45.4,0.146025
27:45.4,0.144097
27:45.4,0.145704
27:45.4,0.143454
27:45.4,0.144418
27:45.4,0.144418
27:45.4,0.146668
27:45.4,0.144418
27:45.4,0.146346
27:45.4,0.144418
27:45.4,0.145704
27:45.4,0.143454
27:45.4,0.144097
27:45.4,0.145061
27:45.4,0.146346
27:45.4,0.145382
27:45.4,0.146346
27:45.4,0.144418
27:45.4,0.146025
27:45.4,0.143454
27:45.4,0.144418
27:45.4,0.143776
27:45.4,0.145704
27:45.4,0.14474
27:45.4,0.146346
27:45.4,0.14474
27:45.4,0.145382
27:45.4,0.143776
27:45.4,0.14474
27:45.4,0.143454
27:45.4,0.146346
27:45.4,0.14474
27:45.4,0.146025
27:45.4,0.145382
27:45.4,0.145704
27:45.4,0.143454
27:45.4,0.14474
27:45.4,0.143133
27:45.4,0.146025
27:45.4,0.144418
27:45.4,0.146346
27:45.4,0.144418
27:45.4,0.145061
27:45.4,0.144097
27:45.4,0.145061
27:45.4,0.143133
27:45.4,0.145382
27:45.4,0.145061
27:45.4,0.146025
27:45.4,0.145061
27:45.4,0.145382
27:45.4,0.143776
27:45.4,0.145061
27:45.4,0.142812
27:45.4,0.145061
27:45.4,0.14474
27:45.4,0.146025
27:45.4,0.144097
27:45.4,0.146025
27:45.4,0.145061
27:45.4,0.144418
27:45.4,0.143454
27:45.4,0.145061
27:45.4,0.14474
27:45.4,0.146346
27:45.4,0.145061
27:45.4,0.145382
27:45.4,0.144418
27:45.4,0.145382
27:45.4,0.143133
27:45.4,0.144418
27:45.4,0.144097
27:45.4,0.146668
27:45.4,0.14474
27:45.4,0.146668
27:45.4,0.145061
27:45.4,0.145382
27:45.4,0.143776
27:45.4,0.144097
27:45.4,0.144418
27:45.4,0.146346
27:45.4,0.14474
27:45.4,0.146668
27:45.4,0.14474
27:45.4,0.146346
27:45.4,0.143776
27:45.4,0.145061
27:45.4,0.142812
27:45.4,0.145704
27:45.4,0.145382
27:45.4,0.146025
27:45.4,0.144418
27:45.4,0.145061
27:45.4,0.143133
27:45.4,0.144097
27:45.4,0.143776
27:45.4,0.146346
27:45.4,0.14474
27:45.4,0.146346
27:45.4,0.14474
27:45.4,0.145704
27:45.4,0.143454
27:45.4,0.144418
27:45.4,0.143776
27:45.4,0.145704
27:45.4,0.14474
27:45.4,0.146346
27:45.4,0.144418
27:45.4,0.146025
27:45.4,0.144097
27:45.4,0.144418
27:45.4,0.143133
27:45.4,0.146025
27:45.4,0.145061
27:45.4,0.146346
27:45.4,0.144418
27:45.4,0.145061
27:45.4,0.14474
27:45.4,0.14474
27:45.4,0.142812
27:45.4,0.145382
27:45.4,0.145382
27:45.4,0.145704
27:45.4,0.14474
27:45.4,0.146025
27:45.4,0.144418
27:45.4,0.145061
27:45.4,0.143133
27:45.4,0.14474
27:45.4,0.14474
27:45.4,0.146668
27:45.4,0.145061
27:45.4,0.145382
27:45.4,0.144418
27:45.4,0.14474
27:45.4,0.143454
27:45.4,0.145382
27:45.4,0.145382
27:45.4,0.145704
27:45.4,0.144418
27:45.4,0.146025
27:45.4,0.144097
27:45.4,0.144418
27:45.4,0.143133
27:45.4,0.144418
27:45.5,0.143776
27:45.5,0.146668
27:45.5,0.144418
27:45.5,0.145704
27:45.5,0.14474
27:45.5,0.145704
27:45.5,0.143454
27:45.5,0.143776
27:45.5,0.143454
27:45.5,0.146346
27:45.5,0.145382
27:45.5,0.146668
27:45.5,0.144418
27:45.5,0.146025
27:45.5,0.143776
27:45.5,0.14474
27:45.5,0.143454
27:45.5,0.145704
27:45.5,0.145382
27:45.5,0.146989
27:45.5,0.144418
27:45.5,0.146025
27:45.5,0.143776
27:45.5,0.144418
27:45.5,0.14249
27:45.5,0.145704
27:45.5,0.14474
27:45.5,0.146025
27:45.5,0.144418
27:45.5,0.146025
27:45.5,0.144097
27:45.5,0.145061
27:45.5,0.143454
27:45.5,0.145061
27:45.5,0.145061
27:45.5,0.146668
27:45.5,0.14474
27:45.5,0.146346
27:45.5,0.144418
27:45.5,0.145061
27:45.5,0.142812
27:45.5,0.14474
27:45.5,0.14474
27:45.5,0.146346
27:45.5,0.145382
27:45.5,0.146025
27:45.5,0.144097
27:45.5,0.14474
27:45.5,0.143776
27:45.5,0.14474
27:45.5,0.144097
27:45.5,0.146346
27:45.5,0.145382
27:45.5,0.146025
27:45.5,0.145061
27:45.5,0.145704
27:45.5,0.142812
27:45.5,0.143776
27:45.5,0.144097
27:45.5,0.146025
27:45.5,0.14474
27:45.5,0.146025
27:45.5,0.144418
27:45.5,0.145061
27:45.5,0.143133
27:45.5,0.144418
27:45.5,0.144418
27:45.5,0.146025
27:45.5,0.145382
27:45.5,0.146025
27:45.5,0.144097
27:45.5,0.14474
27:45.5,0.144097
27:45.5,0.14474
27:45.5,0.143454
27:45.5,0.146025
27:45.5,0.145382
27:45.5,0.146668
27:45.5,0.145061
27:45.5,0.145382
27:45.5,0.143776
27:45.5,0.143454
27:45.5,0.143776
27:45.5,0.146668
27:45.5,0.14474
27:45.5,0.146668
27:45.5,0.14474
27:45.5,0.145382
27:45.5,0.143776
27:45.5,0.144097
27:45.5,0.143454
27:45.5,0.146346
27:45.5,0.145061
27:45.5,0.146346
27:45.5,0.14474
27:45.5,0.145382
27:45.5,0.144097
27:45.5,0.144097
27:45.5,0.143776
27:45.5,0.145704
27:45.5,0.145061
27:45.5,0.146025
27:45.5,0.144418
27:45.5,0.146025
27:45.5,0.144097
27:45.5,0.144418
27:45.5,0.143133
27:45.5,0.145382
27:45.5,0.145382
27:45.5,0.145704
27:45.5,0.14474
27:45.5,0.146025
27:45.5,0.143776
27:45.5,0.144418
27:45.5,0.143454
27:45.5,0.145061
27:45.5,0.145061
27:45.5,0.145704
27:45.5,0.144418
27:45.5,0.146346
27:45.5,0.144097
27:45.5,0.14474
27:45.5,0.143454
27:45.5,0.14474
27:45.5,0.145061
27:45.5,0.146668
27:45.5,0.145061
27:45.5,0.145704
27:45.5,0.144097
27:45.5,0.14474
27:45.5,0.143454
27:45.5,0.145061
27:45.5,0.14474
27:45.5,0.146346
27:45.5,0.14474
27:45.5,0.145704
27:45.5,0.144418
27:45.5,0.145382
27:45.5,0.143776
27:45.5,0.144418
27:45.5,0.144097
27:45.5,0.145704
27:45.5,0.145382
27:45.5,0.146025
27:45.5,0.14474
27:45.5,0.145061
27:45.5,0.143133
27:45.5,0.14474
27:45.5,0.14474
27:45.5,0.146025
27:45.5,0.145061
27:45.5,0.146025
27:45.5,0.14474
27:45.5,0.145382
27:45.5,0.144097
27:45.5,0.144097
27:45.5,0.143776
27:45.5,0.145704
27:45.5,0.14474
27:45.5,0.146346
27:45.5,0.145061
27:45.5,0.146025
27:45.5,0.144418
27:45.5,0.143776
27:45.5,0.142812
27:45.5,0.145382
27:45.5,0.145382
27:45.5,0.146668
27:45.5,0.14474
27:45.5,0.146025
27:45.5,0.144097
27:45.5,0.14474
27:45.5,0.142812
27:45.5,0.145382
27:45.5,0.145061
27:45.5,0.146025
27:45.5,0.144418
27:45.5,0.145061
27:45.5,0.14474
27:45.5,0.145061
27:45.5,0.143776
27:45.5,0.14474
27:45.5,0.14474
27:45.5,0.145704
27:45.5,0.145061
27:45.5,0.146346
27:45.5,0.14474
27:45.5,0.145061
27:45.5,0.143133
27:45.5,0.14474
27:45.5,0.145382
27:45.5,0.146346
27:45.5,0.145061
27:45.5,0.146025
27:45.5,0.14474
27:45.5,0.145704
27:45.5,0.143133
27:45.5,0.143776
27:45.5,0.145061
27:45.5,0.146668
27:45.5,0.14474
27:45.5,0.146346
27:45.5,0.145061
27:45.5,0.145382
27:45.5,0.143133
27:45.5,0.144418
27:45.5,0.143454
27:45.5,0.145382
27:45.5,0.145061
27:45.5,0.146025
27:45.5,0.145061
27:45.5,0.14474
27:45.5,0.143454
27:45.5,0.144097
27:45.5,0.143776
27:45.5,0.146346
27:45.5,0.14474
27:45.5,0.146025
27:45.5,0.145061
27:45.5,0.145704
27:45.5,0.143454
27:45.5,0.144097
27:45.5,0.143133
27:45.5,0.145704
27:45.5,0.145061
27:45.5,0.145704
27:45.5,0.14474
27:45.5,0.145704
27:45.5,0.144418
27:45.5,0.14474
27:45.5,0.142169
27:45.5,0.145382
27:45.5,0.145704
27:45.5,0.146346
27:45.5,0.14474
27:45.5,0.145704
27:45.5,0.144418
27:45.5,0.145382
27:45.5,0.143454
27:45.5,0.145061
27:45.5,0.145061
27:45.5,0.146346
27:45.5,0.14474
27:45.5,0.145704
27:45.5,0.144097
27:45.5,0.145061
27:45.5,0.14249
27:45.5,0.145061
27:45.5,0.14474
27:45.5,0.145704
27:45.5,0.14474
27:45.5,0.145704
27:45.5,0.14474
27:45.5,0.145382
27:45.5,0.144097
27:45.5,0.143776
27:45.5,0.144097
27:45.5,0.146025
27:45.5,0.14474
27:45.5,0.146025
27:45.5,0.145061
27:45.5,0.145382
27:45.5,0.143454
27:45.5,0.144418
27:45.5,0.144418
27:45.5,0.146668
27:45.5,0.145061
27:45.5,0.146025
27:45.5,0.144097
27:45.5,0.145382
27:45.5,0.145061
27:45.5,0.143776
27:45.5,0.143454
27:45.5,0.146025
27:45.5,0.145061
27:45.5,0.145382
27:45.5,0.144097
27:45.5,0.146025
27:45.5,0.14474
27:45.5,0.143776
27:45.5,0.14249
27:45.5,0.145061
27:45.5,0.145061
27:45.5,0.146346
27:45.5,0.14474
27:45.5,0.145704
27:45.5,0.144097
27:45.5,0.144097
27:45.5,0.142812
27:45.5,0.145382
27:45.5,0.14474
27:45.5,0.146346
27:45.5,0.145382
27:45.5,0.145704
27:45.5,0.144418
27:45.5,0.14474
27:45.5,0.142812
27:45.5,0.144097
27:45.5,0.144418
27:45.5,0.146346
27:45.5,0.145382
27:45.5,0.146025
27:45.5,0.14474
27:45.5,0.145382
27:45.5,0.142812
27:45.5,0.14474
27:45.5,0.14474
27:45.5,0.146668
27:45.5,0.145061
27:45.5,0.14474
27:45.5,0.144097
27:45.5,0.145382
27:45.5,0.143133
27:45.5,0.144418
27:45.5,0.14474
27:45.5,0.145704
27:45.5,0.145061
27:45.5,0.146346
27:45.5,0.144097
27:45.5,0.145061
27:45.5,0.143454
27:45.5,0.145061
27:45.5,0.143776
27:45.5,0.145382
27:45.5,0.14474
27:45.5,0.146346
27:45.5,0.145061
27:45.5,0.14474
27:45.5,0.143776
27:45.5,0.144097
27:45.5,0.144418
27:45.5,0.146668
27:45.5,0.145061
27:45.5,0.145382
27:45.5,0.144418
27:45.5,0.145382
27:45.5,0.143776
27:45.5,0.143776
27:45.5,0.143133
27:45.5,0.146025
27:45.5,0.14474
27:45.5,0.146025
27:45.5,0.14474
27:45.5,0.145704
27:45.5,0.143776
27:45.5,0.144418
27:45.5,0.142812
27:45.5,0.145382
27:45.5,0.145382
27:45.5,0.146025
27:45.5,0.145382
27:45.5,0.145382
27:45.5,0.143776
27:45.5,0.144418
27:45.5,0.142812
27:45.5,0.14474
27:45.5,0.145061
27:45.5,0.146025
27:45.5,0.14474
27:45.5,0.146025
27:45.5,0.14474
27:45.5,0.145061
27:45.5,0.143776
27:45.5,0.144097
27:45.5,0.14474
27:45.5,0.146025
27:45.5,0.145061
27:45.5,0.146668
27:45.5,0.145061
27:45.5,0.145382
27:45.5,0.143454
27:45.5,0.144097
27:45.5,0.144097
27:45.5,0.146346
27:45.5,0.14474
27:45.5,0.146025
27:45.5,0.14474
27:45.5,0.14474
27:45.5,0.144418
27:45.5,0.144097
27:45.5,0.143133
27:45.5,0.146668
27:45.5,0.145382
27:45.5,0.146025
27:45.5,0.144418
27:45.5,0.145704
27:45.5,0.143454
27:45.5,0.143454
27:45.5,0.143133
27:45.5,0.145704
27:45.5,0.145704
27:45.5,0.146025
27:45.5,0.14474
27:45.5,0.145382
27:45.5,0.143454
27:45.5,0.144418
27:45.5,0.143133
27:45.5,0.146346
27:45.5,0.144418
27:45.5,0.145382
27:45.5,0.145704
27:45.5,0.146025
27:45.5,0.143454
27:45.5,0.144418
27:45.5,0.142812
27:45.5,0.146025
27:45.5,0.145061
27:45.5,0.146025
27:45.5,0.145061
27:45.5,0.146346
27:45.5,0.14474
27:45.5,0.144418
27:45.5,0.143454
27:45.5,0.146025
27:45.5,0.145061
27:45.5,0.146025
27:45.5,0.145382
27:45.5,0.146025
27:45.5,0.144418
27:45.5,0.144418
27:45.5,0.142812
27:45.5,0.146346
27:45.5,0.145061
27:45.5,0.146346
27:45.5,0.145061
27:45.5,0.145704
27:45.5,0.14474
27:45.5,0.144097
27:45.5,0.14249
27:45.5,0.146025
27:45.5,0.14474
27:45.5,0.146668
27:45.5,0.145704
27:45.5,0.145704
27:45.5,0.144097
27:45.5,0.14474
27:45.5,0.143454
27:45.5,0.14474
27:45.5,0.145061
27:45.5,0.146346
27:45.5,0.144418
27:45.5,0.146025
27:45.5,0.14474
27:45.5,0.144418
27:45.5,0.142812
27:45.5,0.144097
27:45.5,0.144418
27:45.5,0.146025
27:45.5,0.14474
27:45.5,0.146025
27:45.5,0.14474
27:45.5,0.145382
27:45.5,0.143454
27:45.5,0.145061
27:45.5,0.144418
27:45.5,0.146025
27:45.5,0.14474
27:45.5,0.146025
27:45.5,0.14474
27:45.5,0.144418
27:45.5,0.142812
27:45.5,0.144418
27:45.5,0.144418
27:45.5,0.145704
27:45.5,0.145061
27:45.5,0.146989
27:45.5,0.144418
27:45.5,0.146025
27:45.5,0.143454
27:45.5,0.14474
27:45.5,0.144418
27:45.5,0.146989
27:45.5,0.144418
27:45.5,0.146025
27:45.5,0.144418
27:45.5,0.145704
27:45.5,0.143454
27:45.5,0.143776
27:45.5,0.143776
27:45.5,0.146668
27:45.5,0.145382
27:45.5,0.146989
27:45.5,0.14474
27:45.5,0.145382
27:45.5,0.143776
27:45.5,0.144097
27:45.5,0.144097
27:45.5,0.146346
27:45.5,0.145382
27:45.5,0.146025
27:45.5,0.144418
27:45.5,0.145704
27:45.5,0.143133
27:45.5,0.144418
27:45.5,0.143133
27:45.5,0.145382
27:45.5,0.14474
27:45.5,0.146668
27:45.5,0.14474
27:45.5,0.145382
27:45.5,0.143454
27:45.5,0.144418
27:45.5,0.143454
27:45.5,0.145704
27:45.5,0.145382
27:45.5,0.146346
27:45.5,0.144418
27:45.5,0.146025
27:45.5,0.143133
27:45.5,0.144418
27:45.5,0.143776
27:45.5,0.146668
27:45.5,0.145061
27:45.5,0.146989
27:45.5,0.14474
27:45.5,0.145061
27:45.5,0.143776
27:45.5,0.144418
27:45.5,0.142812
27:45.5,0.146346
27:45.5,0.14474
27:45.5,0.146346
27:45.5,0.144418
27:45.5,0.146989
27:45.5,0.144418
27:45.5,0.144418
27:45.5,0.14249
27:45.5,0.146346
27:45.5,0.145382
27:45.5,0.146025
27:45.5,0.145061
27:45.5,0.146025
27:45.5,0.144097
27:45.5,0.144097
27:45.5,0.143133
27:45.5,0.145704
27:45.5,0.145382
27:45.5,0.146346
27:45.5,0.145061
27:45.5,0.145704
27:45.5,0.143776
27:45.5,0.14474
27:45.5,0.143133
27:45.5,0.145704
27:45.5,0.145061
27:45.5,0.146025
27:45.5,0.144097
27:45.5,0.145704
27:45.5,0.144418
27:45.5,0.143776
27:45.5,0.143454
27:45.5,0.146668
27:45.5,0.14474
27:45.5,0.146025
27:45.5,0.143776
27:45.5,0.145382
27:45.5,0.14474
27:45.5,0.145704
27:45.5,0.141848
27:45.5,0.145704
27:45.5,0.14474
27:45.5,0.146989
27:45.5,0.14474
27:45.5,0.146025
27:45.5,0.144097
27:45.5,0.145382
27:45.5,0.142812
27:45.5,0.146346
27:45.5,0.144418
27:45.5,0.146989
27:45.5,0.14474
27:45.5,0.146346
27:45.5,0.144097
27:45.5,0.14474
27:45.5,0.142812
27:45.5,0.146346
27:45.5,0.145704
27:45.5,0.146989
27:45.5,0.145382
27:45.5,0.145382
27:45.5,0.14474
27:45.5,0.145061
27:45.5,0.144418
27:45.5,0.146025
27:45.5,0.146346
27:45.5,0.146346
27:45.5,0.146025
27:45.5,0.145382
27:45.5,0.146668
27:45.5,0.144418
27:45.5,0.143776
27:45.5,0.145382
27:45.5,0.146025
27:45.5,0.145704
27:45.5,0.146025
27:45.5,0.14731
27:45.5,0.145704
27:45.5,0.144418
27:45.5,0.145382
27:45.5,0.145704
27:45.5,0.14731
27:45.5,0.146668
27:45.5,0.146346
27:45.5,0.14731
27:45.5,0.146346
27:45.5,0.146989
27:45.5,0.145382
27:45.5,0.14731
27:45.5,0.146346
27:45.5,0.146668
27:45.5,0.147953
27:45.5,0.150845
27:45.5,0.146668
27:45.5,0.145382
27:45.5,0.146025
27:45.5,0.145382
27:45.5,0.150202
27:45.5,0.14731
27:45.5,0.148596
27:45.5,0.147953
27:45.5,0.148274
27:45.5,0.145382
27:45.5,0.147953
27:45.5,0.145382
27:45.5,0.150202
27:45.5,0.146346
27:45.5,0.150845
27:45.5,0.148917
27:45.5,0.151166
27:45.5,0.14474
27:45.5,0.150524
27:45.5,0.143776
27:45.5,0.15438
27:45.5,0.150524
27:45.5,0.15438
27:45.5,0.148596
27:45.5,0.155022
27:45.5,0.142169
27:45.5,0.154058
27:45.5,0.144097
27:45.5,0.156308
27:45.5,0.143133
27:45.5,0.156951
27:45.5,0.14474
27:45.5,0.154701
27:45.5,0.147632
27:45.5,0.152773
27:45.5,0.151166
27:45.5,0.151166
27:45.5,0.149238
27:45.5,0.14956
27:45.5,0.145704
27:45.5,0.14731
27:45.5,0.14474
27:45.5,0.144418
27:45.5,0.144418
27:45.5,0.146346
27:45.5,0.145382
27:45.5,0.145382
27:45.5,0.14474
27:45.5,0.145382
27:45.5,0.144097
27:45.5,0.144418
27:45.5,0.143454
27:45.5,0.146025
27:45.5,0.144418
27:45.5,0.146989
27:45.5,0.145061
27:45.5,0.145382
27:45.5,0.143454
27:45.5,0.143454
27:45.5,0.144418
27:45.5,0.146025
27:45.5,0.145061
27:45.5,0.146025
27:45.5,0.14474
27:45.5,0.146346
27:45.5,0.143454
27:45.5,0.143776
27:45.5,0.144097
27:45.5,0.146668
27:45.5,0.145382
27:45.5,0.146025
27:45.5,0.144418
27:45.5,0.146025
27:45.5,0.143776
27:45.5,0.14474
27:45.5,0.143454
27:45.5,0.146025
27:45.5,0.145061
27:45.5,0.146025
27:45.5,0.144418
27:45.5,0.145704
27:45.5,0.144097
27:45.5,0.14474
27:45.5,0.142812
27:45.5,0.146346
27:45.5,0.145061
27:45.5,0.146025
27:45.5,0.144418
27:45.5,0.146025
27:45.5,0.143454
27:45.5,0.144097
27:45.5,0.143454
27:45.5,0.146668
27:45.5,0.14474
27:45.5,0.146025
27:45.5,0.145061
27:45.5,0.146025
27:45.5,0.143776
27:45.5,0.144097
27:45.5,0.143133
27:45.5,0.145382
27:45.5,0.14474
27:45.5,0.146025
27:45.5,0.145061
27:45.5,0.145382
27:45.5,0.143776
27:45.5,0.145061
27:45.5,0.142812
27:45.5,0.145382
27:45.5,0.144418
27:45.5,0.146025
27:45.5,0.14474
27:45.5,0.146346
27:45.5,0.144097
27:45.5,0.14474
27:45.5,0.143133
27:45.5,0.145382
27:45.5,0.145061
27:45.5,0.146668
27:45.5,0.145061
27:45.5,0.146025
27:45.5,0.144418
27:45.5,0.145382
27:45.5,0.14249
27:45.5,0.14474
27:45.5,0.14474
27:45.5,0.146989
27:45.5,0.144418
27:45.5,0.146025
27:45.5,0.145061
27:45.5,0.145382
27:45.5,0.143133
27:45.5,0.14474
27:45.5,0.145061
27:45.5,0.146989
27:45.5,0.145061
27:45.5,0.146668
27:45.5,0.14474
27:45.5,0.145382
27:45.5,0.143776
27:45.5,0.144418
27:45.5,0.143454
27:45.5,0.146346
27:45.5,0.14474
27:45.5,0.146346
27:45.5,0.14474
27:45.5,0.145704
27:45.5,0.143776
27:45.5,0.144418
27:45.5,0.143133
27:45.5,0.146025
27:45.5,0.145382
27:45.5,0.146025
27:45.5,0.144418
27:45.5,0.146025
27:45.5,0.143454
27:45.5,0.143454
27:45.5,0.144097
27:45.5,0.145704
27:45.5,0.145061
27:45.5,0.146668
27:45.5,0.145061
27:45.5,0.146346
27:45.5,0.143776
27:45.5,0.144418
27:45.5,0.143454
27:45.5,0.146025
27:45.5,0.145061
27:45.5,0.146346
27:45.5,0.14474
27:45.5,0.145382
27:45.5,0.143454
27:45.5,0.144097
27:45.5,0.143133
27:45.5,0.145704
27:45.5,0.144418
27:45.5,0.146025
27:45.5,0.14474
27:45.5,0.146025
27:45.5,0.143454
27:45.5,0.144097
27:45.5,0.143776
27:45.5,0.145382
27:45.5,0.145061
27:45.5,0.146346
27:45.5,0.145061
27:45.5,0.145382
27:45.5,0.143454
27:45.5,0.144097
27:45.5,0.143776
27:45.5,0.145704
27:45.5,0.14474
27:45.5,0.146346
27:45.5,0.144418
27:45.5,0.145704
27:45.5,0.144097
27:45.5,0.144097
27:45.5,0.143454
27:45.5,0.145704
27:45.5,0.145061
27:45.5,0.145704
27:45.5,0.145061
27:45.5,0.145382
27:45.5,0.143454
27:45.5,0.144418
27:45.5,0.143454
27:45.5,0.145061
27:45.5,0.145061
27:45.5,0.146346
27:45.5,0.14474
27:45.5,0.145704
27:45.5,0.14474
27:45.5,0.143776
27:45.5,0.14249
27:45.5,0.146025
27:45.5,0.145061
27:45.5,0.146346
27:45.5,0.145061
27:45.5,0.145382
27:45.5,0.144097
27:45.5,0.14474
27:45.5,0.143133
27:45.5,0.145704
27:45.5,0.14474
27:45.5,0.145704
27:45.5,0.144097
27:45.5,0.14731
27:45.5,0.144097
27:45.5,0.144418
27:45.5,0.142812
27:45.5,0.145061
27:45.5,0.145382
27:45.5,0.146668
27:45.5,0.14474
27:45.5,0.146668
27:45.5,0.144418
27:45.5,0.145061
27:45.5,0.142812
27:45.5,0.14474
27:45.5,0.145382
27:45.5,0.146989
27:45.5,0.144418
27:45.5,0.145704
27:45.5,0.144418
27:45.5,0.145382
27:45.5,0.142812
27:45.5,0.144418
27:45.5,0.144097
27:45.5,0.146346
27:45.5,0.14474
27:45.5,0.145704
27:45.5,0.144097
27:45.5,0.145061
27:45.5,0.143454
27:45.5,0.144418
27:45.5,0.144418
27:45.5,0.146025
27:45.5,0.145382
27:45.5,0.146668
27:45.5,0.144418
27:45.5,0.145061
27:45.5,0.143133
27:45.5,0.144418
27:45.5,0.143454
27:45.5,0.146668
27:45.5,0.14474
27:45.5,0.146025
27:45.5,0.144097
27:45.5,0.145382
27:45.5,0.143776
27:45.5,0.144097
27:45.5,0.143454
27:45.5,0.145061
27:45.5,0.145382
27:45.5,0.146025
27:45.5,0.14474
27:45.5,0.145704
27:45.5,0.143454
27:45.5,0.144097
27:45.5,0.143776
27:45.5,0.146989
27:45.5,0.14474
27:45.5,0.146025
27:45.5,0.14474
27:45.5,0.145382
27:45.5,0.143776
27:45.5,0.144418
27:45.5,0.143776
27:45.5,0.145704
27:45.5,0.14474
27:45.5,0.146346
27:45.5,0.14474
27:45.5,0.145704
27:45.5,0.142812
27:45.5,0.144097
27:45.5,0.144418
27:45.5,0.146025
27:45.5,0.144418
27:45.5,0.145382
27:45.5,0.145061
27:45.5,0.145704
27:45.5,0.144097
27:45.5,0.144097
27:45.5,0.144097
27:45.5,0.146346
27:45.5,0.145061
27:45.5,0.146668
27:45.5,0.145061
27:45.5,0.145382
27:45.5,0.144418
27:45.5,0.144418
27:45.5,0.143133
27:45.5,0.145704
27:45.5,0.14474
27:45.5,0.146346
27:45.5,0.144418
27:45.5,0.145382
27:45.5,0.143776
27:45.5,0.144418
27:45.5,0.142812
27:45.5,0.145382
27:45.5,0.145382
27:45.5,0.146025
27:45.5,0.14474
27:45.5,0.146025
27:45.5,0.143776
27:45.5,0.145061
27:45.5,0.143133
27:45.5,0.145061
27:45.5,0.145061
27:45.5,0.146346
27:45.5,0.145061
27:45.5,0.146025
27:45.5,0.14474
27:45.5,0.145061
27:45.5,0.14249
27:45.5,0.145061
27:45.5,0.14474
27:45.5,0.146989
27:45.5,0.14474
27:45.5,0.146025
27:45.5,0.144097
27:45.5,0.145382
27:45.5,0.142812
27:45.5,0.145704
27:45.5,0.145061
27:45.5,0.145382
27:45.5,0.145061
27:45.5,0.146346
27:45.5,0.144418
27:45.5,0.145382
27:45.5,0.141848
27:45.5,0.14474
27:45.5,0.144418
27:45.5,0.146346
27:45.5,0.145061
27:45.5,0.145704
27:45.5,0.144418
27:45.5,0.145382
27:45.5,0.143454
27:45.5,0.144097
27:45.5,0.143776
27:45.5,0.146025
27:45.5,0.145061
27:45.5,0.146346
27:45.5,0.145061
27:45.5,0.146025
