时间 - B,Voltage [V] - B
27:44.8,0.144097
27:44.8,0.143133
27:44.8,0.143454
27:44.8,0.143454
27:44.8,0.143133
27:44.8,0.141205
27:44.8,0.142169
27:44.8,0.141526
27:44.8,0.144097
27:44.8,0.143454
27:44.8,0.143776
27:44.8,0.14249
27:44.8,0.144418
27:44.8,0.141848
27:44.8,0.141848
27:44.8,0.140884
27:44.8,0.143776
27:44.8,0.142812
27:44.8,0.145061
27:44.8,0.142169
27:44.8,0.143454
27:44.8,0.14249
27:44.8,0.14249
27:44.8,0.141526
27:44.8,0.143454
27:44.8,0.143776
27:44.8,0.144097
27:44.8,0.143454
27:44.8,0.143454
27:44.8,0.14249
27:44.8,0.14249
27:44.8,0.141205
27:44.8,0.143133
27:44.8,0.143133
27:44.8,0.144418
27:44.8,0.143454
27:44.8,0.143776
27:44.8,0.14249
27:44.8,0.14249
27:44.8,0.141205
27:44.8,0.143133
27:44.8,0.142169
27:44.8,0.144097
27:44.8,0.142812
27:44.8,0.144418
27:44.8,0.142169
27:44.8,0.143454
27:44.8,0.141526
27:44.8,0.142169
27:44.8,0.142169
27:44.8,0.143776
27:44.8,0.143133
27:44.8,0.143776
27:44.8,0.143454
27:44.8,0.144097
27:44.8,0.142169
27:44.8,0.142812
27:44.8,0.140884
27:44.8,0.144418
27:44.8,0.143133
27:44.8,0.144097
27:44.8,0.143133
27:44.8,0.144097
27:44.8,0.142169
27:44.8,0.14249
27:44.8,0.140884
27:44.8,0.14249
27:44.8,0.142812
27:44.8,0.144418
27:44.8,0.143454
27:44.8,0.144418
27:44.8,0.142169
27:44.8,0.143133
27:44.8,0.140884
27:44.8,0.14249
27:44.8,0.141848
27:44.8,0.14474
27:44.8,0.143454
27:44.8,0.144418
27:44.8,0.14249
27:44.8,0.143454
27:44.8,0.14249
27:44.8,0.142169
27:44.8,0.141526
27:44.8,0.143776
27:44.8,0.143776
27:44.8,0.144097
27:44.8,0.142812
27:44.8,0.143776
27:44.8,0.142169
27:44.8,0.143133
27:44.8,0.140884
27:44.8,0.143454
27:44.8,0.143133
27:44.8,0.14474
27:44.8,0.142812
27:44.8,0.143133
27:44.8,0.142812
27:44.8,0.142812
27:44.8,0.140562
27:44.8,0.143133
27:44.8,0.143133
27:44.8,0.144418
27:44.8,0.143133
27:44.8,0.143776
27:44.8,0.142812
27:44.8,0.143776
27:44.8,0.140884
27:44.8,0.142169
27:44.8,0.142812
27:44.8,0.14474
27:44.8,0.14249
27:44.8,0.144097
27:44.8,0.141526
27:44.8,0.143133
27:44.8,0.141848
27:44.8,0.14249
27:44.8,0.14249
27:44.8,0.144418
27:44.8,0.142812
27:44.8,0.143776
27:44.8,0.142812
27:44.8,0.143776
27:44.8,0.141848
27:44.8,0.14249
27:44.8,0.141205
27:44.8,0.144418
27:44.8,0.142812
27:44.8,0.144418
27:44.8,0.143133
27:44.8,0.143133
27:44.8,0.142169
27:44.8,0.14249
27:44.8,0.141526
27:44.8,0.143454
27:44.8,0.143133
27:44.8,0.14474
27:44.8,0.143133
27:44.8,0.144097
27:44.8,0.142169
27:44.8,0.142812
27:44.8,0.140562
27:44.8,0.14249
27:44.8,0.143776
27:44.8,0.144097
27:44.8,0.142169
27:44.8,0.144097
27:44.8,0.14249
27:44.8,0.14249
27:44.8,0.140884
27:44.8,0.14249
27:44.8,0.141848
27:44.8,0.14474
27:44.8,0.14249
27:44.8,0.143776
27:44.8,0.143133
27:44.8,0.144097
27:44.8,0.140884
27:44.8,0.14249
27:44.8,0.14249
27:44.8,0.144418
27:44.8,0.143133
27:44.8,0.143776
27:44.8,0.14249
27:44.8,0.144097
27:44.8,0.141848
27:44.8,0.142812
27:44.8,0.140884
27:44.8,0.144097
27:44.8,0.142812
27:44.8,0.14474
27:44.8,0.142812
27:44.8,0.144097
27:44.8,0.140884
27:44.8,0.142812
27:44.8,0.141526
27:44.8,0.143454
27:44.8,0.142812
27:44.8,0.144418
27:44.8,0.143776
27:44.8,0.144097
27:44.8,0.14249
27:44.8,0.143133
27:44.8,0.140884
27:44.8,0.143133
27:44.8,0.143133
27:44.8,0.144097
27:44.8,0.142812
27:44.8,0.144097
27:44.8,0.143133
27:44.8,0.143133
27:44.8,0.140562
27:44.8,0.142812
27:44.8,0.14249
27:44.8,0.144418
27:44.8,0.142812
27:44.8,0.143776
27:44.8,0.142812
27:44.8,0.144097
27:44.8,0.141526
27:44.8,0.141848
27:44.8,0.141848
27:44.8,0.144418
27:44.8,0.142169
27:44.8,0.144418
27:44.8,0.142812
27:44.8,0.144418
27:44.8,0.141526
27:44.8,0.143133
27:44.8,0.141848
27:44.8,0.144418
27:44.8,0.142812
27:44.8,0.14474
27:44.8,0.143454
27:44.8,0.14474
27:44.8,0.141848
27:44.8,0.143133
27:44.8,0.141526
27:44.8,0.145382
27:44.8,0.142812
27:44.8,0.14474
27:44.8,0.143133
27:44.8,0.145382
27:44.8,0.143454
27:44.8,0.143133
27:44.8,0.142812
27:44.8,0.144097
27:44.8,0.144418
27:44.8,0.143776
27:44.8,0.143454
27:44.8,0.145704
27:44.8,0.14474
27:44.8,0.142169
27:44.8,0.142812
27:44.8,0.144418
27:44.8,0.145382
27:44.8,0.14474
27:44.8,0.145704
27:44.8,0.14474
27:44.8,0.146346
27:44.8,0.144097
27:44.8,0.145061
27:44.8,0.141526
27:44.8,0.145382
27:44.8,0.145704
27:44.8,0.146989
27:44.8,0.146668
27:44.8,0.147632
27:44.8,0.143133
27:44.8,0.14731
27:44.8,0.141848
27:44.8,0.148917
27:44.8,0.143133
27:44.8,0.151166
27:44.8,0.143776
27:44.8,0.148596
27:44.8,0.142812
27:44.8,0.146346
27:44.8,0.141848
27:44.8,0.14956
27:44.8,0.143133
27:44.8,0.15213
27:44.8,0.144097
27:44.8,0.148596
27:44.8,0.143133
27:44.8,0.155344
27:44.8,0.142169
27:44.8,0.148274
27:44.8,0.143133
27:44.8,0.151488
27:44.8,0.146025
27:44.8,0.157915
27:44.8,0.150524
27:44.8,0.153094
27:44.8,0.138956
27:44.8,0.153416
27:44.8,0.145061
27:44.8,0.157915
27:44.8,0.141526
27:44.8,0.167555
27:44.8,0.152452
27:44.8,0.158879
27:44.8,0.143133
27:44.8,0.159843
27:44.8,0.139277
27:44.8,0.17848
27:44.8,0.138956
27:44.8,0.179444
27:44.8,0.136706
27:44.8,0.182658
27:44.8,0.134136
27:44.8,0.16402
27:44.8,0.140884
27:44.8,0.161449
27:44.8,0.161449
27:44.8,0.163699
27:44.8,0.161449
27:44.8,0.161771
27:44.8,0.1592
27:44.8,0.15438
27:44.8,0.157272
27:44.8,0.150845
27:44.8,0.145061
27:44.8,0.146346
27:44.8,0.143454
27:44.8,0.144418
27:44.8,0.142169
27:44.8,0.14249
27:44.8,0.142169
27:44.8,0.14474
27:44.8,0.143133
27:44.8,0.144418
27:44.8,0.142169
27:44.8,0.143133
27:44.8,0.141526
27:44.8,0.142169
27:44.8,0.141205
27:44.8,0.144097
27:44.8,0.142812
27:44.8,0.144097
27:44.8,0.143133
27:44.8,0.144097
27:44.8,0.141205
27:44.8,0.142169
27:44.8,0.141526
27:44.8,0.144418
27:44.8,0.14249
27:44.8,0.144418
27:44.8,0.144097
27:44.8,0.144097
27:44.8,0.142169
27:44.8,0.14249
27:44.8,0.141526
27:44.8,0.143776
27:44.8,0.143133
27:44.8,0.144418
27:44.8,0.143454
27:44.8,0.143776
27:44.8,0.14249
27:44.8,0.142169
27:44.8,0.140562
27:44.8,0.143776
27:44.8,0.14249
27:44.8,0.14474
27:44.8,0.14249
27:44.8,0.144097
27:44.8,0.141848
27:44.8,0.14249
27:44.8,0.141526
27:44.8,0.144097
27:44.8,0.14249
27:44.8,0.143776
27:44.8,0.142812
27:44.8,0.14474
27:44.8,0.141526
27:44.8,0.142812
27:44.8,0.141526
27:44.8,0.143454
27:44.8,0.143133
27:44.8,0.14474
27:44.8,0.142812
27:44.8,0.144418
27:44.8,0.14249
27:44.8,0.143133
27:44.8,0.140884
27:44.8,0.143133
27:44.8,0.143454
27:44.8,0.144418
27:44.8,0.143133
27:44.8,0.144418
27:44.8,0.142812
27:44.8,0.143454
27:44.8,0.141205
27:44.8,0.142812
27:44.8,0.141848
27:44.8,0.144097
27:44.8,0.142812
27:44.8,0.144097
27:44.8,0.14249
27:44.8,0.143133
27:44.8,0.141205
27:44.8,0.142812
27:44.8,0.14249
27:44.8,0.143776
27:44.8,0.142812
27:44.8,0.143776
27:44.8,0.14249
27:44.8,0.143454
27:44.8,0.140562
27:44.8,0.14249
27:44.8,0.14249
27:44.8,0.14474
27:44.8,0.143454
27:44.8,0.143776
27:44.8,0.14249
27:44.8,0.143454
27:44.8,0.142812
27:44.8,0.142169
27:44.8,0.142169
27:44.8,0.144097
27:44.8,0.142812
27:44.8,0.143776
27:44.8,0.142812
27:44.8,0.143776
27:44.8,0.141526
27:44.8,0.141848
27:44.8,0.141848
27:44.8,0.144097
27:44.8,0.14249
27:44.8,0.143776
27:44.8,0.143454
27:44.8,0.143454
27:44.8,0.142169
27:44.8,0.141848
27:44.8,0.141205
27:44.8,0.143133
27:44.8,0.143454
27:44.8,0.14474
27:44.8,0.143133
27:44.8,0.143776
27:44.8,0.14249
27:44.8,0.143133
27:44.8,0.140884
27:44.8,0.143454
27:44.8,0.144097
27:44.8,0.144097
27:44.8,0.143133
27:44.8,0.144097
27:44.8,0.142812
27:44.8,0.143454
27:44.8,0.140884
27:44.8,0.142169
27:44.8,0.14249
27:44.8,0.143776
27:44.8,0.143133
27:44.8,0.144418
27:44.8,0.14249
27:44.8,0.143133
27:44.8,0.140884
27:44.8,0.14249
27:44.8,0.143133
27:44.8,0.144097
27:44.8,0.142812
27:44.8,0.143776
27:44.8,0.142169
27:44.8,0.143776
27:44.8,0.141848
27:44.8,0.142812
27:44.8,0.141848
27:44.8,0.14474
27:44.8,0.142812
27:44.8,0.144418
27:44.8,0.14249
27:44.8,0.143454
27:44.8,0.142169
27:44.8,0.142169
27:44.8,0.142169
27:44.8,0.144418
27:44.8,0.143133
27:44.8,0.144097
27:44.8,0.143133
27:44.8,0.143454
27:44.8,0.141848
27:44.8,0.14249
27:44.8,0.141205
27:44.8,0.14474
27:44.8,0.143133
27:44.8,0.144097
27:44.8,0.142812
27:44.8,0.143454
27:44.8,0.141526
27:44.8,0.142812
27:44.8,0.141848
27:44.8,0.143776
27:44.8,0.143133
27:44.8,0.143454
27:44.8,0.143133
27:44.8,0.144097
27:44.8,0.141848
27:44.8,0.141848
27:44.8,0.141205
27:44.8,0.144418
27:44.8,0.143454
27:44.8,0.143776
27:44.8,0.14249
27:44.8,0.144097
27:44.8,0.141848
27:44.8,0.142169
27:44.8,0.141526
27:44.8,0.144097
27:44.8,0.142812
27:44.8,0.144097
27:44.8,0.142812
27:44.8,0.144097
27:44.8,0.141848
27:44.8,0.141848
27:44.8,0.141848
27:44.8,0.144097
27:44.8,0.14249
27:44.8,0.144418
27:44.8,0.142812
27:44.8,0.143776
27:44.8,0.141526
27:44.8,0.142812
27:44.8,0.140884
27:44.8,0.144418
27:44.8,0.142812
27:44.8,0.144418
27:44.8,0.143133
27:44.8,0.144418
27:44.8,0.141848
27:44.8,0.14249
27:44.8,0.141526
27:44.8,0.144418
27:44.8,0.143454
27:44.8,0.144418
27:44.8,0.142812
27:44.8,0.144097
27:44.8,0.142169
27:44.8,0.142812
27:44.8,0.140562
27:44.8,0.143454
27:44.8,0.143454
27:44.8,0.144097
27:44.8,0.14249
27:44.8,0.144418
27:44.8,0.141848
27:44.8,0.14249
27:44.8,0.140884
27:44.8,0.142812
27:44.8,0.143454
27:44.8,0.144097
27:44.8,0.143133
27:44.8,0.143776
27:44.8,0.141848
27:44.8,0.143133
27:44.8,0.140241
27:44.8,0.143454
27:44.8,0.14249
27:44.8,0.14474
27:44.8,0.142812
27:44.8,0.143776
27:44.8,0.142169
27:44.8,0.142812
27:44.8,0.140884
27:44.8,0.143776
27:44.8,0.142812
27:44.8,0.143133
27:44.8,0.14249
27:44.8,0.143776
27:44.8,0.14249
27:44.8,0.142812
27:44.8,0.140241
27:44.8,0.142812
27:44.8,0.14249
27:44.8,0.145061
27:44.8,0.14249
27:44.8,0.144097
27:44.8,0.14249
27:44.8,0.144097
27:44.8,0.141205
27:44.8,0.14249
27:44.8,0.14249
27:44.8,0.14474
27:44.8,0.143133
27:44.8,0.144097
27:44.8,0.143454
27:44.8,0.143776
27:44.8,0.141848
27:44.8,0.14249
27:44.8,0.14249
27:44.8,0.144418
27:44.8,0.142812
27:44.8,0.143776
27:44.8,0.142812
27:44.8,0.143776
27:44.8,0.142169
27:44.8,0.142169
27:44.8,0.140884
27:44.8,0.143776
27:44.8,0.143454
27:44.8,0.144418
27:44.8,0.143133
27:44.8,0.143776
27:44.8,0.142169
27:44.8,0.14249
27:44.8,0.141526
27:44.8,0.144097
27:44.8,0.142812
27:44.8,0.144418
27:44.8,0.142812
27:44.8,0.144418
27:44.8,0.142169
27:44.8,0.142812
27:44.8,0.140884
27:44.8,0.143454
27:44.8,0.143776
27:44.8,0.144418
27:44.8,0.142812
27:44.8,0.144097
27:44.8,0.142169
27:44.8,0.142812
27:44.8,0.140884
27:44.8,0.142812
27:44.8,0.143133
27:44.8,0.144097
27:44.8,0.142812
27:44.8,0.144097
27:44.8,0.142169
27:44.8,0.143776
27:44.8,0.141526
27:44.8,0.142812
27:44.8,0.142812
27:44.8,0.144418
27:44.8,0.14249
27:44.8,0.144418
27:44.8,0.14249
27:44.8,0.143133
27:44.8,0.141205
27:44.8,0.141848
27:44.8,0.14249
27:44.8,0.14474
27:44.8,0.144097
27:44.8,0.144097
27:44.8,0.142812
27:44.8,0.143454
27:44.8,0.141526
27:44.8,0.142169
27:44.8,0.142169
27:44.8,0.143133
27:44.8,0.142812
27:44.8,0.144418
27:44.8,0.143454
27:44.8,0.143776
27:44.8,0.141848
27:44.8,0.142169
27:44.8,0.141526
27:44.8,0.144097
27:44.8,0.143133
27:44.8,0.144097
27:44.8,0.142812
27:44.8,0.143454
27:44.8,0.142169
27:44.8,0.14249
27:44.8,0.140884
27:44.8,0.143133
27:44.8,0.142812
27:44.8,0.143776
27:44.8,0.142812
27:44.8,0.144418
27:44.8,0.14249
27:44.8,0.142169
27:44.8,0.140562
27:44.8,0.143133
27:44.8,0.143133
27:44.8,0.144418
27:44.8,0.143133
27:44.8,0.143776
27:44.8,0.14249
27:44.8,0.143133
27:44.8,0.140884
27:44.8,0.142169
27:44.8,0.142169
27:44.8,0.143776
27:44.8,0.143133
27:44.8,0.144097
27:44.8,0.14249
27:44.8,0.143454
27:44.8,0.141526
27:44.8,0.14249
27:44.8,0.14249
27:44.8,0.144418
27:44.8,0.143133
27:44.8,0.144097
27:44.8,0.142812
27:44.8,0.143454
27:44.8,0.142169
27:44.8,0.142812
27:44.8,0.142169
27:44.8,0.144097
27:44.8,0.14249
27:44.8,0.14474
27:44.8,0.142812
27:44.8,0.144097
27:44.8,0.141526
27:44.8,0.14249
27:44.8,0.14249
27:44.8,0.144418
27:44.8,0.142812
27:44.8,0.14474
27:44.8,0.141848
27:44.8,0.144097
27:44.8,0.141848
27:44.8,0.14249
27:44.8,0.141526
27:44.8,0.144418
27:44.8,0.143454
27:44.8,0.14474
27:44.8,0.142169
27:44.8,0.144097
27:44.8,0.141526
27:44.8,0.142812
27:44.8,0.141526
27:44.8,0.143776
27:44.8,0.142812
27:44.8,0.14474
27:44.8,0.14249
27:44.8,0.143454
27:44.8,0.142169
27:44.8,0.142812
27:44.8,0.141205
27:44.8,0.143776
27:44.8,0.143133
27:44.8,0.14474
27:44.8,0.142812
27:44.8,0.144097
27:44.8,0.142169
27:44.8,0.142169
27:44.8,0.141526
27:44.8,0.143454
27:44.8,0.142812
27:44.8,0.143454
27:44.8,0.143454
27:44.8,0.144097
27:44.8,0.141526
27:44.8,0.142169
27:44.8,0.142169
27:44.8,0.144097
27:44.8,0.143133
27:44.8,0.143454
27:44.8,0.143133
27:44.8,0.144097
27:44.8,0.142812
27:44.8,0.14249
27:44.8,0.140884
27:44.8,0.143454
27:44.8,0.142169
27:44.8,0.143776
27:44.8,0.143133
27:44.8,0.144097
27:44.8,0.141848
27:44.8,0.142812
27:44.8,0.140884
27:44.8,0.143133
27:44.8,0.143133
27:44.8,0.144418
27:44.8,0.142812
27:44.8,0.144097
27:44.8,0.142169
27:44.8,0.143133
27:44.8,0.141526
27:44.8,0.143133
27:44.8,0.143133
27:44.8,0.143776
27:44.8,0.142812
27:44.8,0.143454
27:44.8,0.14249
27:44.8,0.143454
27:44.8,0.141526
27:44.8,0.14249
27:44.8,0.14249
27:44.8,0.144097
27:44.8,0.14249
27:44.8,0.144097
27:44.8,0.142169
27:44.8,0.143454
27:44.8,0.141205
27:44.8,0.141526
27:44.8,0.142812
27:44.8,0.144418
27:44.8,0.142812
27:44.8,0.143454
27:44.8,0.142812
27:44.8,0.143454
27:44.8,0.141526
27:44.8,0.142812
27:44.8,0.14249
27:44.8,0.144097
27:44.8,0.142812
27:44.8,0.144418
27:44.8,0.142812
27:44.8,0.144097
27:44.8,0.140884
27:44.8,0.142169
27:44.8,0.14249
27:44.8,0.144418
27:44.8,0.142169
27:44.8,0.144418
27:44.8,0.143133
27:44.8,0.143454
27:44.8,0.141205
27:44.8,0.142169
27:44.8,0.14249
27:44.8,0.144097
27:44.8,0.142812
27:44.8,0.144097
27:44.8,0.14249
27:44.8,0.143133
27:44.8,0.141526
27:44.8,0.142169
27:44.8,0.141526
27:44.8,0.144418
27:44.8,0.143133
27:44.8,0.143454
27:44.8,0.143133
27:44.8,0.143133
27:44.8,0.142169
27:44.8,0.142169
27:44.8,0.141526
27:44.8,0.144097
27:44.8,0.143133
27:44.8,0.144418
27:44.8,0.143133
27:44.8,0.143454
27:44.8,0.141205
27:44.8,0.14249
27:44.8,0.141848
27:44.8,0.143454
27:44.8,0.143454
27:44.8,0.144097
27:44.8,0.143454
27:44.8,0.143454
27:44.8,0.142169
27:44.8,0.14249
27:44.8,0.140884
27:44.8,0.143776
27:44.8,0.143776
27:44.8,0.143776
27:44.8,0.14249
27:44.8,0.143776
27:44.8,0.142169
27:44.8,0.142812
27:44.8,0.141205
27:44.8,0.142812
27:44.8,0.14249
27:44.8,0.14474
27:44.8,0.142812
27:44.8,0.143776
27:44.8,0.141848
27:44.8,0.143454
27:44.8,0.140562
27:44.8,0.14249
27:44.8,0.142169
27:44.8,0.144097
27:44.8,0.143133
27:44.8,0.14474
27:44.8,0.142812
27:44.8,0.143133
27:44.8,0.141205
27:44.8,0.142169
27:44.8,0.141848
27:44.8,0.144097
27:44.8,0.143133
27:44.8,0.144418
27:44.8,0.142812
27:44.8,0.143454
27:44.8,0.141848
27:44.8,0.142169
27:44.8,0.141205
27:44.8,0.143454
27:44.8,0.142812
27:44.8,0.144418
27:44.8,0.143133
27:44.8,0.144097
27:44.8,0.141848
27:44.8,0.14249
27:44.8,0.141205
27:44.8,0.143454
27:44.8,0.143133
27:44.8,0.144097
27:44.8,0.142812
27:44.8,0.144097
27:44.8,0.141848
27:44.8,0.14249
27:44.8,0.141205
27:44.8,0.142812
27:44.8,0.143776
27:44.8,0.144097
27:44.8,0.142812
27:44.8,0.143454
27:44.8,0.143454
27:44.8,0.143133
27:44.8,0.140562
27:44.8,0.142169
27:44.8,0.14249
27:44.8,0.144097
27:44.8,0.143133
27:44.8,0.143776
27:44.8,0.14249
27:44.8,0.143133
27:44.8,0.141526
27:44.8,0.14249
27:44.8,0.14249
27:44.8,0.144418
27:44.8,0.143454
27:44.8,0.143776
27:44.8,0.14249
27:44.8,0.144097
27:44.8,0.141205
27:44.8,0.14249
27:44.8,0.142169
27:44.8,0.145061
27:44.8,0.143776
27:44.8,0.145061
27:44.8,0.14249
27:44.8,0.143776
27:44.8,0.141205
27:44.8,0.142812
27:44.8,0.141848
27:44.8,0.143776
27:44.8,0.142812
27:44.8,0.144097
27:44.8,0.142169
27:44.8,0.143454
27:44.8,0.14249
27:44.8,0.142169
27:44.8,0.141205
27:44.8,0.143454
27:44.8,0.143133
27:44.8,0.144097
27:44.8,0.142169
27:44.8,0.143776
27:44.8,0.141848
27:44.8,0.142169
27:44.8,0.140884
27:44.8,0.143454
27:44.8,0.14249
27:44.8,0.144097
27:44.8,0.14249
27:44.8,0.143776
27:44.8,0.142812
27:44.8,0.143133
27:44.8,0.140884
27:44.8,0.142812
27:44.8,0.143133
27:44.8,0.144097
27:44.8,0.14249
27:44.8,0.143776
27:44.8,0.14249
27:44.8,0.143133
27:44.8,0.140562
27:44.8,0.143133
27:44.8,0.143454
27:44.8,0.144097
27:44.8,0.142812
27:44.8,0.144418
27:44.8,0.142169
27:44.8,0.143454
27:44.8,0.141205
27:44.8,0.14249
27:44.8,0.14249
27:44.8,0.144097
27:44.8,0.143133
27:44.8,0.144418
27:44.8,0.142169
27:44.8,0.143133
27:44.8,0.142169
27:44.8,0.142812
27:44.8,0.141526
27:44.8,0.14474
27:44.8,0.143454
27:44.8,0.144418
27:44.8,0.142812
27:44.8,0.143776
27:44.8,0.141848
27:44.8,0.142169
27:44.8,0.142169
27:44.8,0.144418
27:44.8,0.143133
27:44.8,0.144097
27:44.8,0.143133
27:44.8,0.143454
27:44.8,0.142169
27:44.8,0.142812
27:44.8,0.141526
27:44.8,0.143454
27:44.8,0.143776
27:44.8,0.14474
27:44.8,0.142812
27:44.8,0.144097
27:44.8,0.141848
27:44.8,0.142812
27:44.8,0.140241
27:44.8,0.143133
27:44.8,0.142812
27:44.8,0.143454
27:44.8,0.142169
27:44.8,0.143776
27:44.8,0.142169
27:44.8,0.143133
27:44.8,0.140562
27:44.8,0.142812
27:44.8,0.14249
27:44.8,0.144418
27:44.8,0.142812
27:44.8,0.143133
27:44.8,0.142812
27:44.8,0.144097
27:44.8,0.141848
27:44.8,0.142169
27:44.8,0.14249
27:44.8,0.14474
27:44.8,0.143133
27:44.8,0.144097
27:44.8,0.14249
27:44.8,0.144097
27:44.8,0.141848
27:44.8,0.142812
27:44.8,0.141848
27:44.8,0.144418
27:44.8,0.142812
27:44.8,0.143454
27:44.8,0.142812
27:44.8,0.142812
27:44.8,0.141848
27:44.8,0.142169
27:44.8,0.141526
27:44.8,0.144418
27:44.8,0.143776
27:44.8,0.144418
27:44.8,0.142169
27:44.8,0.143776
27:44.8,0.140884
27:44.8,0.142169
27:44.8,0.142812
27:44.8,0.14474
27:44.8,0.143454
27:44.8,0.144097
27:44.8,0.142812
27:44.8,0.143454
27:44.8,0.142169
27:44.8,0.14249
27:44.8,0.141848
27:44.8,0.144097
27:44.8,0.143133
27:44.8,0.144418
27:44.8,0.142812
27:44.8,0.144418
27:44.8,0.141205
27:44.8,0.142812
27:44.8,0.141526
27:44.8,0.14474
27:44.8,0.143133
27:44.8,0.144418
27:44.8,0.141848
27:44.8,0.143454
27:44.8,0.141205
27:44.8,0.14249
27:44.8,0.141526
27:44.8,0.14474
27:44.8,0.14249
27:44.8,0.14474
27:44.8,0.142812
27:44.8,0.144418
27:44.8,0.140884
27:44.8,0.14249
27:44.8,0.141848
27:44.8,0.14474
27:44.8,0.143133
27:44.8,0.144097
27:44.8,0.143776
27:44.8,0.143454
27:44.8,0.141526
27:44.8,0.141848
27:44.8,0.141526
27:44.8,0.144097
27:44.8,0.144097
27:44.8,0.14474
27:44.8,0.143133
27:44.8,0.14474
27:44.8,0.142169
27:44.8,0.142812
27:44.8,0.142169
27:44.8,0.143454
27:44.8,0.143133
27:44.8,0.143776
27:44.8,0.143133
27:44.8,0.143776
27:44.8,0.14249
27:44.8,0.14249
27:44.8,0.141205
27:44.8,0.142812
27:44.8,0.144097
27:44.8,0.144097
27:44.8,0.143454
27:44.8,0.144097
27:44.8,0.141848
27:44.8,0.143133
27:44.9,0.140884
27:44.9,0.143454
27:44.9,0.143133
27:44.9,0.145704
27:44.9,0.143454
27:44.9,0.144418
27:44.9,0.142169
27:44.9,0.143454
27:44.9,0.140884
27:44.9,0.143133
27:44.9,0.142812
27:44.9,0.145061
27:44.9,0.143133
27:44.9,0.145061
27:44.9,0.142812
27:44.9,0.145061
27:44.9,0.141205
27:44.9,0.143454
27:44.9,0.143133
27:44.9,0.145704
27:44.9,0.144097
27:44.9,0.14474
27:44.9,0.143776
27:44.9,0.144097
27:44.9,0.14249
27:44.9,0.142169
27:44.9,0.143776
27:44.9,0.144418
27:44.9,0.14474
27:44.9,0.145061
27:44.9,0.144418
27:44.9,0.144418
27:44.9,0.143133
27:44.9,0.141526
27:44.9,0.143776
27:44.9,0.143776
27:44.9,0.145382
27:44.9,0.143454
27:44.9,0.144418
27:44.9,0.142812
27:44.9,0.144097
27:44.9,0.141848
27:44.9,0.145061
27:44.9,0.142812
27:44.9,0.146346
27:44.9,0.144097
27:44.9,0.146025
27:44.9,0.142812
27:44.9,0.144418
27:44.9,0.141526
27:44.9,0.14731
27:44.9,0.143454
27:44.9,0.146989
27:44.9,0.144097
27:44.9,0.147953
27:44.9,0.143776
27:44.9,0.146668
27:44.9,0.145704
27:44.9,0.148917
27:44.9,0.148917
27:44.9,0.148596
27:44.9,0.148274
27:44.9,0.150845
27:44.9,0.14249
27:44.9,0.156951
27:44.9,0.141526
27:44.9,0.161449
27:44.9,0.14249
27:44.9,0.155344
27:44.9,0.145382
27:44.9,0.171411
27:44.9,0.142169
27:44.9,0.158879
27:44.9,0.143133
27:44.9,0.164984
27:44.9,0.14474
27:44.9,0.163377
27:44.9,0.161449
27:44.9,0.173017
27:44.9,0.162092
27:44.9,0.169161
27:44.9,0.16402
27:44.9,0.176873
27:44.9,0.14474
27:44.9,0.170447
27:44.9,0.145704
27:44.9,0.176552
27:44.9,0.153737
27:44.9,0.177195
27:44.9,0.161771
27:44.9,0.171732
27:44.9,0.144097
27:44.9,0.177516
27:44.9,0.139277
27:44.9,0.156308
27:44.9,0.153737
27:44.9,0.150202
27:44.9,0.143133
27:44.9,0.144418
27:44.9,0.14249
27:44.9,0.144097
27:44.9,0.143776
27:44.9,0.143776
27:44.9,0.143133
27:44.9,0.143776
27:44.9,0.141848
27:44.9,0.14249
27:44.9,0.140884
27:44.9,0.143776
27:44.9,0.143133
27:44.9,0.145061
27:44.9,0.142812
27:44.9,0.143454
27:44.9,0.141848
27:44.9,0.142169
27:44.9,0.141526
27:44.9,0.144418
27:44.9,0.142812
27:44.9,0.14474
27:44.9,0.143133
27:44.9,0.144097
27:44.9,0.14249
27:44.9,0.143776
27:44.9,0.141205
27:44.9,0.143454
27:44.9,0.142812
27:44.9,0.14474
27:44.9,0.142812
27:44.9,0.143776
27:44.9,0.142812
27:44.9,0.143133
27:44.9,0.141205
27:44.9,0.143454
27:44.9,0.143133
27:44.9,0.14474
27:44.9,0.14249
27:44.9,0.144418
27:44.9,0.142169
27:44.9,0.143133
27:44.9,0.140562
27:44.9,0.142812
27:44.9,0.142812
27:44.9,0.14474
27:44.9,0.143133
27:44.9,0.144418
27:44.9,0.142169
27:44.9,0.143776
27:44.9,0.142169
27:44.9,0.141848
27:44.9,0.141848
27:44.9,0.144097
27:44.9,0.143133
27:44.9,0.144418
27:44.9,0.141848
27:44.9,0.144097
27:44.9,0.141526
27:44.9,0.14249
27:44.9,0.141526
27:44.9,0.143776
27:44.9,0.143454
27:44.9,0.144097
27:44.9,0.142812
27:44.9,0.143776
27:44.9,0.142812
27:44.9,0.142812
27:44.9,0.140562
27:44.9,0.143454
27:44.9,0.143133
27:44.9,0.144418
27:44.9,0.143776
27:44.9,0.143776
27:44.9,0.141526
27:44.9,0.143133
27:44.9,0.141205
27:44.9,0.142812
27:44.9,0.14249
27:44.9,0.144097
27:44.9,0.143133
27:44.9,0.143776
27:44.9,0.142169
27:44.9,0.143133
27:44.9,0.140562
27:44.9,0.142812
